step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
238,CASH_IN,387820.47,C1553710490,613713.47,1001533.94,C2098483408,1258748.27,870927.81,0,0
358,PAYMENT,28589.0,C1207833394,135674.0,107085.0,M2059293014,0.0,0.0,0,0
256,PAYMENT,17774.07,C1531079383,23834.58,6060.51,M1869212092,0.0,0.0,0,0
394,PAYMENT,9101.51,C1587897544,1819.0,0.0,M1246397429,0.0,0.0,0,0
45,CASH_OUT,82946.73,C503742494,11847.0,0.0,C851670180,0.0,82946.73,0,0
40,PAYMENT,13809.9,C212014003,0.0,0.0,M1163349009,0.0,0.0,0,0
138,CASH_IN,208626.9,C2084846749,2685474.08,2894100.98,C640550162,916917.86,708290.96,0,0
649,TRANSFER,177429.18,C1351652548,177429.18,0.0,C1346465513,0.0,0.0,1,0
371,PAYMENT,6058.72,C2053930471,301566.16,295507.45,M596490377,0.0,0.0,0,0
132,TRANSFER,307889.12,C1865629029,0.0,0.0,C183181407,492569.19,800458.31,0,0
45,TRANSFER,389421.19,C180844361,0.0,0.0,C1581227737,3924078.02,4313499.21,0,0
22,PAYMENT,84.83,C732738129,0.0,0.0,M1258255760,0.0,0.0,0,0
181,CASH_OUT,73854.56,C1973249467,5130.0,0.0,C762890945,50814.99,124669.56,0,0
254,PAYMENT,3624.42,C13205496,0.0,0.0,M1332202210,0.0,0.0,0,0
66,CASH_OUT,7169129.94,C877157675,7169129.94,0.0,C357180483,0.0,7169129.94,1,0
44,PAYMENT,7190.58,C2136119189,60228.0,53037.42,M1036661096,0.0,0.0,0,0
410,TRANSFER,557950.06,C1892460908,557950.06,0.0,C872133707,0.0,0.0,1,0
302,PAYMENT,904.18,C2131660801,30168.0,29263.82,M578140009,0.0,0.0,0,0
355,CASH_OUT,361442.02,C1202410390,156.0,0.0,C941737519,25784.29,387226.31,0,0
326,CASH_IN,148951.47,C264400767,11568.0,160519.47,C1962912693,16845.32,0.0,0,0
350,CASH_OUT,204818.24,C1611239317,43357.0,0.0,C1301552601,0.0,204818.24,0,0
378,CASH_OUT,70932.86,C901248006,215006.07,144073.21,C978556941,328100.02,399032.88,0,0
380,CASH_IN,134667.63,C1830204299,14082050.03,14216717.66,C1708747182,507084.49,372416.85,0,0
204,CASH_OUT,47359.36,C1676236299,40442.0,0.0,C1215030565,14319003.32,14366362.68,0,0
346,PAYMENT,63645.56,C527818476,140705.16,77059.59,M557783876,0.0,0.0,0,0
182,PAYMENT,561.19,C15122789,23002.03,22440.84,M1756222323,0.0,0.0,0,0
322,CASH_IN,81926.11,C1267715853,7309.0,89235.11,C876176813,586267.81,504341.7,0,0
375,CASH_OUT,168597.6,C1562923583,0.0,0.0,C1883201664,3016821.76,3185419.36,0,0
305,CASH_OUT,427670.78,C415293079,0.0,0.0,C418503512,666408.34,1094079.12,0,0
277,PAYMENT,15345.19,C926005386,26181.0,10835.81,M2133263341,0.0,0.0,0,0
164,CASH_OUT,154526.5,C969074612,3648.0,0.0,C214876810,0.0,154526.5,0,0
328,CASH_IN,81251.23,C167896981,36659.0,117910.23,C797822800,666604.29,585353.06,0,0
17,PAYMENT,38801.66,C1899841016,87126.75,48325.09,M1463411066,0.0,0.0,0,0
261,CASH_IN,318293.76,C1765151858,5362894.39,5681188.16,C1158316568,1145618.35,1435321.57,0,0
18,PAYMENT,4876.53,C28920449,47458.92,42582.39,M1428191981,0.0,0.0,0,0
403,PAYMENT,10135.68,C77061220,0.0,0.0,M1906287526,0.0,0.0,0,0
349,CASH_IN,35723.85,C326265552,6977618.77,7013342.63,C1875111740,6397994.13,6362270.28,0,0
255,CASH_IN,77688.23,C1035726564,3153.0,80841.23,C107578107,2688645.38,2610957.15,0,0
310,PAYMENT,23430.07,C300495334,0.0,0.0,M1103108568,0.0,0.0,0,0
183,CASH_IN,69823.1,C801118076,0.0,69823.1,C957337276,972328.49,902505.39,0,0
280,PAYMENT,693.11,C196546813,735.0,41.89,M118186563,0.0,0.0,0,0
307,PAYMENT,5110.25,C1773253907,41028.0,35917.75,M1168732185,0.0,0.0,0,0
49,PAYMENT,771.65,C654966859,199948.0,199176.35,M1150772410,0.0,0.0,0,0
692,TRANSFER,6856104.02,C528343888,6856104.02,0.0,C737162592,0.0,0.0,1,0
35,CASH_IN,139887.13,C1530149033,26772.0,166659.13,C1553744851,217.18,0.0,0,0
529,TRANSFER,1399724.98,C1420554412,1399724.98,0.0,C424524612,0.0,0.0,1,0
681,PAYMENT,26742.11,C1135739406,73353.0,46610.89,M314221826,0.0,0.0,0,0
278,PAYMENT,2720.05,C1995588588,701.0,0.0,M1822887583,0.0,0.0,0,0
291,CASH_OUT,30820.17,C311082513,30820.17,0.0,C686901109,292944.71,323764.88,1,0
281,CASH_OUT,283724.57,C431729853,0.0,0.0,C1495101416,4005836.66,4289561.23,0,0
159,PAYMENT,1421.36,C1870913684,1970.48,549.12,M718438611,0.0,0.0,0,0
212,CASH_OUT,144642.31,C17425805,7143.0,0.0,C2025243065,65415.36,210057.67,0,0
349,PAYMENT,337.74,C963107266,0.0,0.0,M587017161,0.0,0.0,0,0
181,TRANSFER,315276.84,C2001533025,0.0,0.0,C1859916412,1470609.8,1785886.64,0,0
357,PAYMENT,5788.11,C920080163,0.0,0.0,M2109637241,0.0,0.0,0,0
140,CASH_OUT,157493.99,C1603349605,0.0,0.0,C466762397,358023.04,515517.03,0,0
403,CASH_OUT,108560.06,C1861301059,108560.06,0.0,C293709567,0.0,108560.06,1,0
187,CASH_OUT,162446.26,C735330942,266137.76,103691.51,C479077303,1234389.92,1396836.18,0,0
336,DEBIT,1950.8,C2072374116,70015.0,68064.2,C1899003211,222979.06,224929.86,0,0
304,CASH_OUT,385568.71,C159365230,11712.0,0.0,C1841312720,245392.42,630961.13,0,0
303,CASH_OUT,10000000.0,C1381373082,10000000.0,0.0,C607131381,339202.58,10339202.58,1,0
16,PAYMENT,8736.32,C1297119743,245479.0,236742.68,M1584615716,0.0,0.0,0,0
211,PAYMENT,7416.93,C1641696796,0.0,0.0,M1777791553,0.0,0.0,0,0
307,CASH_OUT,132939.89,C119629216,0.0,0.0,C313357392,844856.07,977795.96,0,0
275,CASH_OUT,513082.74,C1294288160,513082.74,0.0,C1140210219,32452.79,545535.53,1,0
186,PAYMENT,13371.23,C1387966378,315845.92,302474.69,M1247800700,0.0,0.0,0,0
140,CASH_OUT,167449.24,C252491440,396.0,0.0,C1184016722,4690514.16,4857963.4,0,0
213,PAYMENT,5447.44,C1269908697,1071.0,0.0,M1965290871,0.0,0.0,0,0
485,TRANSFER,277485.25,C1505030258,277485.25,0.0,C275418011,0.0,0.0,1,0
495,PAYMENT,11479.45,C1946341336,0.0,0.0,M1254007375,0.0,0.0,0,0
139,CASH_OUT,120865.46,C42537157,11447.0,0.0,C1623938409,106194.97,227060.43,0,0
45,CASH_IN,195405.69,C786517646,10398047.41,10593453.1,C1880185595,7521246.83,7325841.14,0,0
307,CASH_OUT,260359.2,C53345988,0.0,0.0,C1595796362,747751.45,1008110.65,0,0
130,PAYMENT,31487.93,C184490036,0.0,0.0,M637566356,0.0,0.0,0,0
309,CASH_OUT,53077.71,C565797319,11127.0,0.0,C108055627,0.0,53077.71,0,0
179,CASH_OUT,135315.15,C1959082020,30765.0,0.0,C407294437,907365.07,1042680.22,0,0
12,PAYMENT,29787.01,C348329329,142196.0,112408.99,M888081921,0.0,0.0,0,0
285,PAYMENT,6489.29,C2005594167,36551.0,30061.71,M653595078,0.0,0.0,0,0
276,CASH_IN,44580.83,C1557432205,22136.0,66716.83,C83319548,3345432.76,3300851.93,0,0
94,CASH_OUT,61299.56,C211639166,0.0,0.0,C911368012,2682086.76,2743386.31,0,0
10,CASH_OUT,91338.76,C2044307754,0.0,0.0,C1744706134,1784190.23,1875528.99,0,0
164,PAYMENT,7844.67,C1275662110,258.0,0.0,M1504702831,0.0,0.0,0,0
358,CASH_OUT,128329.84,C192399035,0.0,0.0,C820569107,889556.07,1017885.91,0,0
226,CASH_OUT,108242.24,C269204466,0.0,0.0,C787759709,148236.2,256478.43,0,0
208,CASH_IN,70805.93,C294037123,943408.44,1014214.38,C1033595707,202820.61,132014.68,0,0
251,CASH_IN,82155.53,C341150028,59928.0,142083.53,C133087807,1100738.47,1018582.95,0,0
306,CASH_IN,64362.61,C2013671521,160414.0,224776.61,C1019477929,747693.34,683330.73,0,0
426,CASH_OUT,114047.37,C1734835787,0.0,0.0,C579302394,9457831.61,9571878.98,0,0
359,TRANSFER,7428844.46,C1805149634,7428844.46,0.0,C849581392,0.0,0.0,1,0
590,PAYMENT,17861.29,C1977156014,100686.0,82824.71,M1885118496,0.0,0.0,0,0
251,PAYMENT,11240.07,C379731399,157554.29,146314.22,M1318717974,0.0,0.0,0,0
159,CASH_OUT,18699.96,C137316198,35289.0,16589.04,C423487187,647235.79,665935.74,0,0
330,TRANSFER,481016.94,C483058632,20945.0,0.0,C692236243,457382.66,938399.6,0,0
361,CASH_OUT,140807.76,C218959911,140807.76,0.0,C287487374,137903.3,278711.05,1,0
227,CASH_IN,118855.6,C1674643637,5316436.01,5435291.6,C2073536012,2178369.53,2059513.94,0,0
134,TRANSFER,146786.61,C519191255,0.0,0.0,C1037890118,157565.33,304351.94,0,0
284,PAYMENT,6289.02,C100142444,102204.0,95914.98,M1576632239,0.0,0.0,0,0
332,TRANSFER,1194312.59,C1088743715,0.0,0.0,C328239164,1839361.37,3033673.96,0,0
191,PAYMENT,41.66,C1593194847,100202.0,100160.34,M746175750,0.0,0.0,0,0
184,CASH_OUT,22902.4,C2057230930,0.0,0.0,C837587460,164464.18,187366.57,0,0
280,PAYMENT,15183.53,C501087245,0.0,0.0,M234528725,0.0,0.0,0,0
203,TRANSFER,48299.77,C481315574,48299.77,0.0,C1346352001,0.0,0.0,1,0
253,PAYMENT,55217.06,C915984111,38045.0,0.0,M1710848636,0.0,0.0,0,0
36,CASH_OUT,545016.34,C1458627176,21360.0,0.0,C882189329,35008.48,580024.83,0,0
459,CASH_OUT,4153.02,C1685125917,4153.02,0.0,C1463620824,0.0,4153.02,1,0
250,PAYMENT,10009.93,C1797279472,0.0,0.0,M962830543,0.0,0.0,0,0
255,PAYMENT,938.27,C585915660,11634.1,10695.83,M66261447,0.0,0.0,0,0
522,PAYMENT,23540.63,C776644846,0.0,0.0,M119435980,0.0,0.0,0,0
404,CASH_IN,647214.0,C1592551398,21100374.68,21747588.68,C1222906956,663026.49,15812.49,0,0
705,TRANSFER,989954.57,C546490249,989954.57,0.0,C615181247,0.0,0.0,1,0
329,TRANSFER,1152210.57,C150427243,0.0,0.0,C1024198862,1627391.94,2779602.5,0,0
344,CASH_OUT,118499.44,C1801565118,118499.44,0.0,C1877373343,1881892.83,2000392.27,1,0
207,TRANSFER,354278.25,C1425152650,0.0,0.0,C542933341,1454872.87,1809151.12,0,0
241,TRANSFER,657417.64,C1148562150,657417.64,0.0,C1745091361,0.0,0.0,1,0
300,CASH_IN,52592.2,C157184734,6837495.78,6890087.98,C796620151,399430.95,346838.75,0,0
329,PAYMENT,4681.99,C2050707159,0.0,0.0,M1951555783,0.0,0.0,0,0
253,PAYMENT,24524.78,C551336099,5126.0,0.0,M1430592128,0.0,0.0,0,0
252,PAYMENT,31640.82,C1112914324,41317.0,9676.18,M1954578530,0.0,0.0,0,0
180,PAYMENT,21064.84,C301704436,171.0,0.0,M1741641360,0.0,0.0,0,0
136,PAYMENT,15033.99,C71090412,127490.34,112456.35,M1753947767,0.0,0.0,0,0
599,CASH_OUT,254139.88,C1992394606,0.0,0.0,C1292252005,1117501.96,1371641.84,0,0
356,CASH_OUT,199619.33,C884007752,0.0,0.0,C913843316,10124673.61,10324292.94,0,0
301,TRANSFER,1967784.14,C2034357634,0.0,0.0,C1475516431,2037922.18,4005706.32,0,0
403,CASH_OUT,188527.43,C1181394465,0.0,0.0,C1165438013,866898.91,1055426.34,0,0
253,CASH_OUT,307244.63,C1970047529,61.0,0.0,C621845892,214248.27,521492.89,0,0
397,TRANSFER,688852.07,C944989447,53115.0,0.0,C1687011202,0.0,688852.07,0,0
351,CASH_OUT,305698.97,C533027548,0.0,0.0,C623282219,314098.81,619797.78,0,0
279,TRANSFER,3877.07,C18805334,11036.0,7158.93,C2144324756,0.0,3877.07,0,0
137,CASH_OUT,73014.27,C1990181856,0.0,0.0,C1182253920,3761030.34,3834044.61,0,0
689,CASH_OUT,953615.38,C1034067842,953615.38,0.0,C64488744,0.0,953615.38,1,0
136,CASH_IN,326906.02,C1697202038,2671122.06,2998028.09,C1700716112,945377.01,1848670.1,0,0
205,CASH_OUT,46672.82,C278150051,34855.0,0.0,C709741328,1198683.87,1245356.69,0,0
402,TRANSFER,317208.94,C267692037,275.0,0.0,C871074303,46738.56,363947.49,0,0
11,PAYMENT,21804.45,C53041481,0.0,0.0,M189718907,0.0,0.0,0,0
689,CASH_OUT,6174385.48,C1092840661,6174385.48,0.0,C672136064,4188.79,6178574.27,1,0
389,TRANSFER,173668.46,C328431178,173668.46,0.0,C1972142839,0.0,0.0,1,0
230,CASH_IN,332275.88,C1997016505,73421.0,405696.88,C528413126,241821.49,0.0,0,0
282,TRANSFER,115575.86,C1388287041,25646.0,0.0,C1828577108,268534.96,384110.83,0,0
131,CASH_OUT,61222.8,C1577709140,49575.0,0.0,C795614244,88480.31,149703.11,0,0
164,CASH_IN,60354.79,C1450207343,2420224.71,2480579.5,C1311717305,2307426.16,2247071.38,0,0
228,CASH_OUT,440680.07,C928327430,15841.0,0.0,C169326476,3743431.87,4184111.94,0,0
39,CASH_OUT,98178.47,C2113219007,106756.0,8577.53,C1733326565,0.0,98178.47,0,0
327,CASH_IN,213546.56,C190569336,3942591.79,4156138.35,C2086392927,416317.65,202771.09,0,0
331,CASH_IN,176380.74,C1633671501,6996379.87,7172760.61,C1176667867,427855.92,251475.18,0,0
160,CASH_OUT,10000000.0,C2068007279,10000000.0,0.0,C836488544,158643.25,10158643.25,1,0
227,PAYMENT,931.27,C1258342026,12561.0,11629.73,M742395630,0.0,0.0,0,0
354,CASH_OUT,85890.16,C1332229527,17977.49,0.0,C1432035830,646165.34,732055.5,0,0
253,TRANSFER,1661648.44,C1681541893,178524.44,0.0,C675803425,4335287.82,5996936.26,0,0
255,PAYMENT,5161.48,C1760126166,4092.0,0.0,M1049906226,0.0,0.0,0,0
206,CASH_OUT,158462.38,C1274677744,31487.0,0.0,C1442458315,4840552.25,4999014.63,0,0
139,CASH_OUT,327234.47,C2056691155,0.0,0.0,C297176624,1834137.27,2161371.74,0,0
281,PAYMENT,8388.6,C96090860,145.0,0.0,M496762032,0.0,0.0,0,0
255,CASH_IN,207071.82,C36076849,22110.0,229181.82,C571717526,29283.82,0.0,0,0
299,CASH_OUT,182652.55,C1018587085,0.0,0.0,C1070990560,9301764.71,9484417.26,0,0
139,CASH_IN,149637.82,C1670585624,45733.2,195371.02,C688169463,1616732.56,1467094.74,0,0
715,TRANSFER,164145.42,C876326232,20906.0,0.0,C223144256,166431.69,330577.1,0,0
354,CASH_IN,289019.23,C1548413051,3963717.19,4252736.42,C170334706,648502.44,359483.2,0,0
379,CASH_OUT,261503.31,C1075890512,0.0,0.0,C1414032687,1415655.37,1677158.68,0,0
592,PAYMENT,17128.77,C1902287007,10887.0,0.0,M723241654,0.0,0.0,0,0
347,CASH_IN,154183.31,C1224455745,8112040.42,8266223.73,C2071852092,4783511.49,4629328.18,0,0
65,CASH_OUT,881811.11,C157136573,881811.11,0.0,C882992570,141736.75,1023547.85,1,0
428,CASH_OUT,78938.12,C93170117,20414.0,0.0,C535207682,0.0,78938.12,0,0
209,TRANSFER,351902.82,C1000126591,0.0,0.0,C1088177325,848942.62,1200845.44,0,0
571,PAYMENT,16702.36,C2115647182,5174.0,0.0,M1131225165,0.0,0.0,0,0
140,CASH_OUT,57378.66,C822412462,253.0,0.0,C840902527,440760.24,498138.89,0,0
35,PAYMENT,18293.49,C2127197814,14594.66,0.0,M1778093861,0.0,0.0,0,0
375,CASH_IN,73811.92,C1615989549,892782.93,966594.84,C2055671136,8394376.26,8320564.35,0,0
522,PAYMENT,51381.17,C429022664,0.0,0.0,M1229039045,0.0,0.0,0,0
375,CASH_OUT,90361.53,C437322441,0.0,0.0,C988331951,223864.62,314226.15,0,0
404,PAYMENT,12016.73,C1739766839,11903.56,0.0,M931357396,0.0,0.0,0,0
279,PAYMENT,56447.32,C1765142363,0.0,0.0,M33165354,0.0,0.0,0,0
201,CASH_OUT,584927.55,C29742124,13287.0,0.0,C817495698,6080314.95,6665242.5,0,0
165,CASH_OUT,203958.07,C53013338,0.0,0.0,C1122724421,1758279.69,1962237.76,0,0
306,PAYMENT,16825.21,C611123024,90491.0,73665.79,M1449896956,0.0,0.0,0,0
280,PAYMENT,18287.39,C930610234,0.0,0.0,M1051329383,0.0,0.0,0,0
13,PAYMENT,24309.24,C624275777,49753.0,25443.76,M125795032,0.0,0.0,0,0
307,CASH_OUT,72972.89,C450822844,15421.0,0.0,C1670922644,2632069.51,2944552.24,0,0
378,PAYMENT,5280.33,C6941770,0.0,0.0,M1260542046,0.0,0.0,0,0
15,CASH_IN,365863.58,C1490968761,1294193.61,1660057.19,C1861258153,1408606.29,1042742.72,0,0
325,CASH_OUT,441873.49,C1484076319,441873.49,0.0,C690812923,0.0,441873.49,1,0
354,PAYMENT,14875.82,C284299007,48897.35,34021.53,M131766748,0.0,0.0,0,0
403,CASH_OUT,34319.83,C442560613,21474.0,0.0,C238051758,820682.93,855002.76,0,0
355,CASH_IN,157976.71,C37121385,10207.0,168183.71,C2140908018,186846.05,28869.34,0,0
695,CASH_OUT,286835.21,C2076387037,286835.21,0.0,C10969694,1678767.02,1965602.23,1,0
522,CASH_OUT,309264.85,C413542228,0.0,0.0,C1580830765,1067995.94,1377260.79,0,0
258,CASH_IN,109374.77,C438814204,14910.0,124284.77,C1790033972,89984.56,0.0,0,0
9,PAYMENT,28166.47,C1153038116,399786.0,371619.53,M638017002,0.0,0.0,0,0
353,CASH_OUT,392570.62,C459859981,763.0,0.0,C602280349,1045232.52,1437803.14,0,0
94,PAYMENT,3163.76,C1050129680,208958.0,205794.24,M995876655,0.0,0.0,0,0
690,CASH_OUT,3887853.15,C594531860,3887853.15,0.0,C1303439903,3977835.62,7865688.77,1,0
330,PAYMENT,2771.77,C1897014498,9565.0,6793.23,M999694917,0.0,0.0,0,0
259,TRANSFER,2409367.36,C1948498933,0.0,0.0,C2067673030,5119693.64,7529060.99,0,0
380,CASH_OUT,49076.27,C282770927,49076.27,0.0,C1266647096,863127.8,912204.07,1,0
163,DEBIT,44179.55,C1906826452,10950.0,0.0,C955446324,180668.97,224848.51,0,0
323,CASH_IN,202228.51,C1692300520,17820836.84,18023065.36,C1690099573,408035.19,205806.67,0,0
41,PAYMENT,6953.38,C1975955644,0.0,0.0,M830631616,0.0,0.0,0,0
297,TRANSFER,861677.03,C641951585,19970.0,0.0,C733357253,4122.2,865799.23,0,0
12,PAYMENT,39247.21,C1125824956,0.0,0.0,M586242798,0.0,0.0,0,0
378,CASH_IN,216724.83,C1827098992,1535.0,218259.83,C428930603,3371301.73,3154576.89,0,0
156,CASH_IN,424940.46,C1148975609,10027.0,434967.46,C748775236,114750.08,0.0,0,0
201,TRANSFER,2477661.97,C336094122,2477661.97,0.0,C382034420,0.0,0.0,1,0
305,TRANSFER,7363345.54,C1144689687,453910.0,0.0,C1624368391,0.0,12015030.31,0,0
283,CASH_OUT,110101.55,C2134988214,42191.0,0.0,C1265077420,246689.07,356790.62,0,0
322,TRANSFER,249140.33,C1314356119,0.0,0.0,C1181511334,620484.84,869625.16,0,0
710,CASH_OUT,33613.11,C1874513050,33613.11,0.0,C205426879,0.0,33613.11,1,0
305,CASH_OUT,98814.6,C1600500537,0.0,0.0,C1341012197,393526.11,492340.71,0,0
182,TRANSFER,166323.01,C1713328586,166323.01,0.0,C1253692223,0.0,0.0,1,0
14,CASH_OUT,156755.75,C2048278034,0.0,0.0,C1485568243,3258926.31,3415682.06,0,0
704,TRANSFER,8813323.11,C1044721452,8813323.11,0.0,C61841056,0.0,0.0,1,0
167,PAYMENT,9979.14,C470737366,151973.0,141993.86,M1850842834,0.0,0.0,0,0
323,PAYMENT,984.41,C2091194275,0.0,0.0,M995994322,0.0,0.0,0,0
426,CASH_OUT,57724.16,C2072674903,0.0,0.0,C2003122560,372903.9,430628.06,0,0
20,PAYMENT,709.14,C2100828946,7063.0,6353.86,M1648727544,0.0,0.0,0,0
33,PAYMENT,2022.96,C523308705,0.0,0.0,M1531883036,0.0,0.0,0,0
277,PAYMENT,3605.82,C1167660570,171127.81,167521.99,M2014267121,0.0,0.0,0,0
469,CASH_IN,158375.76,C1272392953,6006.0,164381.76,C531341266,0.0,0.0,0,0
349,CASH_OUT,88112.07,C594490338,10142.0,0.0,C155652441,15458925.11,15547037.18,0,0
280,CASH_OUT,155649.28,C1621014202,0.0,0.0,C1069686953,1372294.72,1527943.99,0,0
329,CASH_IN,101268.63,C2028470302,11703012.97,11804281.6,C1780810785,1466615.7,1365347.08,0,0
12,CASH_OUT,149668.66,C227115333,0.0,0.0,C460735540,44170.11,193838.76,1,0
324,PAYMENT,2732.81,C684133109,0.0,0.0,M77490622,0.0,0.0,0,0
347,PAYMENT,10917.96,C983036607,0.0,0.0,M258214248,0.0,0.0,0,0
210,CASH_OUT,244297.24,C1623049541,431249.16,186951.92,C975452336,5284259.42,5935868.5,0,0
11,CASH_OUT,292839.54,C2064441907,174658.26,0.0,C320227914,2068914.85,2361754.39,0,0
156,CASH_OUT,296693.99,C1861202624,25813.0,0.0,C1530423849,536759.65,833453.64,0,0
690,CASH_OUT,285042.66,C725569347,398144.0,113101.34,C1944704208,12282351.74,12567394.39,0,0
187,CASH_OUT,192391.25,C446684300,0.0,0.0,C1699025842,623590.9,815982.16,0,0
41,PAYMENT,18483.95,C247145478,1024.0,0.0,M2032568568,0.0,0.0,0,0
36,PAYMENT,23156.72,C1508032905,0.0,0.0,M1533387918,0.0,0.0,0,0
17,CASH_OUT,94649.53,C1016029989,0.0,0.0,C515442419,307616.04,316658.52,0,0
370,CASH_OUT,142954.12,C289279537,0.0,0.0,C439668601,689631.35,832585.47,0,0
39,PAYMENT,11046.49,C1078662669,287357.0,276310.51,M1385923726,0.0,0.0,0,0
202,PAYMENT,2552.72,C618759478,872453.95,869901.23,M1882529595,0.0,0.0,0,0
34,CASH_IN,263666.43,C302418269,6086288.67,6349955.11,C1626519138,778168.2,625702.47,0,0
402,PAYMENT,3932.18,C1224041371,131909.74,127977.56,M1010943129,0.0,0.0,0,0
321,CASH_OUT,526787.54,C17858706,526787.54,0.0,C756639057,2422.53,563605.43,1,0
15,CASH_OUT,515154.94,C1472009567,275496.0,0.0,C563095973,0.0,515154.94,0,0
372,CASH_IN,136983.15,C665634711,6581802.45,6718785.6,C14460505,7544754.8,7407771.65,0,0
353,CASH_OUT,97263.52,C1042570168,0.0,0.0,C320948530,3688853.3,3786116.83,0,0
401,CASH_IN,51550.55,C1414761084,40195.0,91745.55,C2138306614,4353463.42,4301912.87,0,0
507,TRANSFER,2291498.65,C277466735,2291498.65,0.0,C1988225772,0.0,0.0,1,0
256,TRANSFER,797426.88,C2128788612,8045.0,0.0,C1907999576,281355.69,1078782.58,0,0
138,PAYMENT,29682.74,C1499031775,14255.0,0.0,M497552554,0.0,0.0,0,0
248,TRANSFER,65761.13,C1565735619,65761.13,0.0,C2066417026,0.0,0.0,1,0
232,CASH_OUT,1888.45,C650160688,2169.0,280.55,C1783273255,0.0,1888.45,0,0
139,CASH_IN,161961.24,C1933900858,5840692.22,6002653.47,C1195714252,258132.41,96171.17,0,0
38,CASH_IN,51723.35,C169818715,23323251.0,23374974.34,C1284671693,62531.87,10808.52,0,0
10,CASH_IN,19486.4,C888817110,353416.0,372902.4,C1381609700,0.0,534512.2,0,0
135,PAYMENT,23001.21,C566783525,247.0,0.0,M1094502216,0.0,0.0,0,0
300,CASH_IN,171475.74,C184556010,194735.17,366210.91,C529078619,1214816.13,1043340.39,0,0
363,TRANSFER,6513531.58,C875187668,6513531.58,0.0,C1712764754,0.0,0.0,1,0
19,PAYMENT,18602.93,C613256388,50097.0,31494.07,M1995986795,0.0,0.0,0,0
684,CASH_OUT,494627.67,C880073816,13834.58,0.0,C243895561,7312406.18,7807033.85,0,0
280,CASH_OUT,475854.04,C660472493,475854.04,0.0,C1603157769,139286.33,615140.37,1,0
578,CASH_OUT,736677.36,C1320627151,736677.36,0.0,C166405434,190199.92,926877.28,1,0
12,PAYMENT,17109.33,C463864107,1197.0,0.0,M1801312882,0.0,0.0,0,0
42,CASH_OUT,148509.63,C1176835252,0.0,0.0,C1141017227,404750.16,1016133.11,0,0
205,CASH_IN,151880.52,C534374731,1152937.81,1304818.33,C780950222,11731597.88,11579717.35,0,0
398,TRANSFER,53069.62,C1892692021,110970.0,57900.38,C1363759382,0.0,53069.62,0,0
254,CASH_IN,172931.03,C170481113,20.0,172951.03,C1241134166,229346.67,56415.64,0,0
211,CASH_OUT,6214.42,C8106887,10774.0,4559.58,C1883276523,27196.06,33410.48,0,0
164,PAYMENT,19355.93,C115663349,7387.61,0.0,M649011210,0.0,0.0,0,0
345,DEBIT,9587.69,C2126566716,35516.0,25928.31,C508954376,24503.9,34091.59,0,0
117,TRANSFER,4032691.34,C802639228,4032691.34,0.0,C593736656,0.0,0.0,1,0
331,PAYMENT,8415.56,C1372248383,0.0,0.0,M1707617933,0.0,0.0,0,0
254,PAYMENT,1599.74,C1879389853,92880.44,91280.7,M1394644273,0.0,0.0,0,0
41,CASH_OUT,199947.02,C1532846714,196114.27,0.0,C1079562330,8334.29,208281.31,0,0
24,TRANSFER,986876.27,C1702714599,986876.27,0.0,C83459379,0.0,0.0,1,0
165,TRANSFER,1365118.71,C995170768,0.0,0.0,C1402355748,11275271.96,12640390.67,0,0
16,TRANSFER,745746.31,C1330385273,202836.0,0.0,C63219053,360124.19,1105870.5,0,0
235,CASH_IN,248639.14,C105384312,3262022.48,3510661.62,C184389998,1325313.63,1076674.49,0,0
43,CASH_IN,115900.69,C1358379228,12774.0,128674.69,C270414068,628490.71,512590.02,0,0
15,PAYMENT,6570.92,C2048640085,94841.68,88270.76,M1454243685,0.0,0.0,0,0
133,CASH_IN,120287.94,C749056708,1666154.29,1786442.23,C1338686176,4554705.75,4434417.81,0,0
19,PAYMENT,2332.99,C1424729825,15587.38,13254.38,M1033557463,0.0,0.0,0,0
26,PAYMENT,10741.06,C1707781852,41238.0,30496.94,M1719430439,0.0,0.0,0,0
158,CASH_IN,44621.8,C217008677,20301.0,64922.8,C135463009,0.0,0.0,0,0
128,CASH_OUT,138993.63,C1585006408,138993.63,0.0,C348431786,0.0,138993.63,1,0
371,CASH_IN,194216.99,C1578939661,176893.0,371109.99,C1975015087,561616.0,367399.01,0,0
372,PAYMENT,13383.38,C1057193702,140259.0,126875.62,M1279361036,0.0,0.0,0,0
13,PAYMENT,140.68,C36849274,11983.0,11842.32,M285097259,0.0,0.0,0,0
136,PAYMENT,21346.1,C1830025072,0.0,0.0,M1859227677,0.0,0.0,0,0
399,CASH_OUT,317416.38,C589031328,6146.0,0.0,C1057058052,0.0,317416.38,0,0
310,CASH_OUT,359740.04,C1143079612,0.0,0.0,C94760176,3853163.22,4212903.26,0,0
226,CASH_OUT,378446.26,C1713369715,0.0,0.0,C331754756,641315.63,1019761.89,0,0
20,CASH_OUT,57955.97,C1647268813,0.0,0.0,C1659522689,4312741.41,4370697.38,0,0
235,PAYMENT,2922.61,C774181609,0.0,0.0,M1812173454,0.0,0.0,0,0
206,CASH_OUT,473557.42,C767966076,433678.0,0.0,C1510377960,0.0,473557.42,0,0
